sentence	emotion
Hey , [PERSON] , you going to the convention tomorrow ?	2
That was a nice tribute to the guys .	5
Isn't that a dog up there ?	7
Look , sir , we haven't much time .	4
They bite your neck and drink your blood .	3
Then you take care of her .	8
Drink to the winner !	5
Captain ...	4
Sometimes it's hard for us to understand the Lord's ways .	6
[PERSON] . [PERSON] , what happened ?	4
Is she crazy or what ?	1
It's simple and I'm helping , so we knock it off in three or four days .	2
They notified me .	1
I've got you the assignment of your dreams !	2
It was everything I promised .	8
I thought you might want a little cheering up .	5
I told her you didn't fuck around .	8
But you shouldn't open other people's letters .  	1
What could possibly be the matter ?	1
You must teach me .	8
I don't think I'm tired . - Oh , I think you are .	1
Well , maybe you can help me .	2
Wipe that fucking smile off your face !	3
I want those two guys banished from her life .	1
Well , too much TV is bad for my ears .	1
[PERSON] , I'd like to talk with you about the bank .	2
How big is this thing ?	7
I loved you for it , just as my father did .	5
Somehow I had to reach [PERSON] , to survive .	4
That's the trouble with you .	1
[PERSON]'s going in there and lend a little comfort to the prisoners .	2
What I want you to do is go over to your church , get crosses , and prayer books , and Bibles , and whatever the hell else you people use .	2
We got 'em again !	1
There's hope that we'll both survive .	5
[PERSON] , please don't go .	4
Hey , fuck off !	1
I'm afraid it can't be done , sir !	4
But I don't know why because we're just having a nice evening at home watching a movie .	1
I should stay where I belong .	6
Well , I can't understand that .	1
Uh-oh uh-oh ... Why did you take down the [LOCATION] Lace number ?	4
You look a little off - colour , [PERSON] .	4
You could tell just by looking at him that half the time he didn't know where he was .	7
[PERSON] , I am in danger .	4
Can you believe it ? It's too tacky .	1
Oh , it's still there .	7
Motherfucker .	1
You're the serious one .	1
I just keep thinking that he needed me and I wasn't there .	6
In this world full of hatred a man who knows that one rule has a great trust .	8
Hey [PERSON] , let's introduce everybody to [PERSON] tonight .	2
You're harming them psychologically .	3
What you got on me , Kid ?	1
Can we get there without being seen ?	4
What exactly are we looking for , [PERSON] ?	2
l knew you were gonna say that .	5
You bet !	5
It will be , will be .	8
You mustn't worry about him , really .	8
You can do it , buddy .	2
He didn't look well last night .	6
You killed him .	3
Why don't we see if we can find a nice place for her .	2
And without [PERSON] , it's better to let these people with the black suits and the Swiss haircuts worry about things you and I don't begin to understand .	3
Out in the country that , uh ...	4
Well , [PERSON] seems divinely happy .	5
I feel some concern for his safety .	4
Of all things to keep secret , the fact that there is this bountiful option that we have of reaching out into the stars and being friendly neighbors with other civilizations in sharing information , and sharing resources , and sharing knowledge , and sharing spiritual insights and values .	8
Take a look at these wrinkles and these here grey hairs .	3
I am going to report you to the police .	3
He'll never give up .	8
They're going to choose you . I just know it .	2
[PERSON] . I'm all shook up .	4
How did this get started ?	1
It's a lovely night for the party .	5
You don't often see a set of charlies that nice .	7
I don't want this no more .	3
You are so infuriating .	1
They've been infected with the bacteria .	3
These guys , they don't do it for money . - What ? - They don't do it for money .	4
Is that right ?	7
No , I don't guess it is .	7
Why have you been carrying the bags with you all the time ?	7
Why don't you kids come for a walk with us ?	2
Bring him .	1
If it's so nutritious , how come I don't see you eating it ?	3
Mrs [PERSON] , do you know what you just ordered ?	7
In the last two years of his life , he gave away most of his fortune ... in large , anonymous donations , to your charity .	2
You're running the risk of harming your children .	4
You do realize you're talking about going after an FBI agent ?	4
Women say , lt's not the fact that you left . lt's the way you did it .  	8
Mom would love that .	2
They'd go to Congress and get more funding .	6
I can raise my voice in my own home .	1
So you can see [PERSON] is deep in trouble .	4
He walks into the house without even knocking .	3
[PERSON] , shall we continue to plan ?	1
Do I look like a baroness ?	7
We aren't planning to build a toy , [PERSON] .	1
Incredible .	7
Who says ?	3
Come on , it'll do your heart good .	5
No , I don't need time ...	1
♪ Poo - poo , pee - too ♪	5
It might get infected .	4
Is he gonna be okay ?	4
Almost looked like they were nude .	3
What are you doin' here ?	7
I tried my best to make a man out of him ... but it look like I failed somewhere .	6
[PERSON] will ruin this bank if we don't stop him .	4
Waste that fucker !	4
Getting raped on a daily basis by upwards of adults a day , having at these seventh grade kids any way they want .	1
No , thanks , I almost died once already today .	1
And ... a little looking out for the other fellow too .	8
Why should that worry you ?	7
This itself may have placed the entire country's safety in jeopardy .	4
You've got a real twisted mind , haven't you ?	3
Hey , bike's been sold .	5
I've been sleeping with women .	5
Otherwise ... she'll kill him .	4
Why do the Chinese care so much about what's on this Russian boat ?	2
Blow it , [PERSON] !	1
What the hell ?	1
I'm afraid to let her try .	4
We're friends !	8
Why wouldn't they have told me ?	7
I might have expected your thanks for what I've done this day ... but very well , let it be so .	1
Listen , don't forget my door is always open to artistic people .	8
Oh , he's hurt !	4
Sorry , pal .	6
Grown - up men playing with monkeys .	3
He didn't say anything about a dam .	7
Fucking [GAY SLUR] .	1
How this could become part of the legacy of The Village Voice is depressing to me .	3
Don't we need supplies ?	7
Isabelle ... I. . . I need you .	8
This is no time to play in the snow .	1
Let's belly up to the bar and get us some refreshment .	2
I'm delighted .	5
I'm talking about a fantastic international extravaganza , to be held in [LOCATION] , called Lettin' It Go In [LOCATION] .	2
My pleasure , sir .	5
Yep , glad to hear ... see you like music , too ?	2
Where's my mom ?	4
What's wrong ?	2
Everything is cold and finished .	6
This hysterical [PERSON] who tried to kill her husband .	3
I brought my man [PERSON] here to see how you big boys work .	8
It would be a pity if you died , not me	6
Oh , I'm so glad .	5
That's how wars start .	6
One two three !	5
I didn't mean to ruin your evening .	6
Don't worry , we won't take the brief , but an old friend needs help .	8
I can tell you now I was a little worried when I heard you weren't going to be here yourself .	4
But I do , I beat their time .	1
And you're gonna have to blow me up too !	1
lt's beautiful .	8
Let's tell ghost stories .	2
I mean ... except with you .	8
You disturb the neighbors , I'll cut you up and eat you for dinner .	3
I can't trust nobody .	4
You can at least , for Christ's sake ... lie to me .	6
Well , now I'll tell you what I had on my mind .	2
Yeah ! Yeah ... Yes !	1
Oh , don't worry about it , Captain .	8
Do some more rolling and tossing and thinking about it .	3
How come ?	2
I have to get out of here . or what's left of my family is going to die .	4
But hell , what a cop .	8
Earth , open up !	2
The part that really bothered me was the part where he indicated that ,	3
You spoil me for death .	3
They got ta be out of their minds !	7
Yeah , but you're fucking doing it .	1
You know , I'm really worried about the kid .	8
I think he wants to die .	2
Daddy , you found [PERSON] !	7
You're full of surprises .	7
I don't know much about him , but I'd say he has good taste .	5
Jolly good .	5
If I have to compete with someone , you might let me start on even terms .	3
[PERSON] killed [PERSON] ?	4
How did we ever stand each other in that plane for three years during the war ?	7
King [PERSON] , voodoo priest of the [LOCATION] posses .	4
I want Mommy !	8
Wait a minute now .	7
If it would have helped , I'd have yelled it in the streets .	1
The first person who's nice to us is another out - of - towner .	7
♪ A whale of a tale , and it's all true ♪	5
Hush that yowling .	1
There's nothing you can do .	6
I can hear it ring from the boat . Let it ring a Iong time .	2
